"","NAME","COLOR","SEX","DISTANCE_MILES","SPEED_YPM","TYPE"
"2054","MARVIN LAZ/11","blue bar","cock","130.978",1322.6,"OLD BIRD"
"2055","TIM FARR","complex","cock","9-Mar",1322.3,"OLD BIRD"
"2056","TIM FARR","blue bar","hen","9-Apr",1322.3,"OLD BIRD"
"2057","White Hope/15","white","hen","97.804",1322.3,"OLD BIRD"
"2058","FLORIN POTRA","complex","hen","Jul-32",1321.9,"OLD BIRD"
"2059","BRUCE GORDO/5","blue bar","cock","117.551",1321.8,"OLD BIRD"
"2060","ANDERSON  /12","complex","hen","114.276",1321.7,"OLD BIRD"
"2061","Roald Haugen","blue bar","hen","6-Mar",1321.3,"OLD BIRD"
"2062","Ussrey Fami/5","complex","hen","170.671",1320.3,"OLD BIRD"
"2063","KARL WOHLMACH","dark check","cock","20-Aug",1319.6,"OLD BIRD"
"2064","IBUKI BROS /7","complex","cock","115.013",1319.4,"OLD BIRD"
"2065","White Hope/12","complex","hen","97.373",1319.3,"OLD BIRD"
"2066","STEVE LESLEY","complex","cock","29-Jul",1319.1,"OLD BIRD"
"2067","DAVE SKURSKI","complex","cock","24-May",1318.6,"OLD BIRD"
"2068","FLORIN POTRA","complex","hen","Aug-32",1318,"OLD BIRD"
"2069","Ron Spoelst/3","blue bar","hen","202.873",1317.6,"OLD BIRD"
"2070","FLORIN POTRA","complex","cock","Sep-32",1317,"OLD BIRD"
"2071","NATHAN     /5","red check","cock","151.829",1315.3,"OLD BIRD"
"2072","Ussrey Family","blue bar","hen","5-Feb",1315.2,"OLD BIRD"
"2073","Ussrey Family","complex","hen","5-Mar",1315.1,"OLD BIRD"
"2074","DAVE SKURSKI","complex","cock","24-Jun",1314.2,"OLD BIRD"
"2075","DAVE SKURSKI","complex","hen","24-Jul",1313.9,"OLD BIRD"
"2076","Hap Hilton","blue bar","hen","Sep-58",1313.1,"OLD BIRD"
"2077","BRUCE GORDON","complex","cock","16/23",1313,"OLD BIRD"
"2078","E&S GRABANSKI","blue bar","cock","17-Feb",1312.9,"OLD BIRD"
"2079","Leonard L/103","blue bar","hen","101.492",1311.2,"OLD BIRD"
"2080","Jerry Guilm/8","blue bar","hen","202.258",1310.8,"OLD BIRD"
"2081","BRUCE GORDON","complex","cock","17/23",1309,"OLD BIRD"
"2082","STEVE LESLEY","complex","cock","29-Aug",1307.3,"OLD BIRD"
"2083","TITO S LOF/30","blue bar","hen","116.166",1306.9,"OLD BIRD"
"2084","STEVE LESLEY","complex","hen","29-Sep",1305.3,"OLD BIRD"
"2085","B Crossen","blue bar","hen","Jun-59",1304.8,"OLD BIRD"
"2086","TITO S LOFT","complex","hen","Feb-30",1303.8,"OLD BIRD"
"2087","B Crossen","blue bar","hen","Jul-59",1303.6,"OLD BIRD"
"2088","Leonard Lee","blue check","hen","2/103",1303.3,"OLD BIRD"
"2089","Leonard Lee","blue check","hen","3/103",1302.3,"OLD BIRD"
"2090","RITTMANN  /19","complex","cock","117.653",1302.2,"OLD BIRD"
"2091","FLORIN POTRA","complex","hen","Oct-32",1301.4,"OLD BIRD"
"2092","E&S GRABANSKI","dark check","cock","17-Mar",1301.2,"OLD BIRD"
"2093","FLORIN POTRA","complex","cock","Nov-32",1301.1,"OLD BIRD"
"2094","E&S GRABANSKI","blue bar","cock","17-Apr",1300.9,"OLD BIRD"
"2095","BLUE DANUBE/6","complex","cock","119.364",1299.4,"OLD BIRD"
"2096","Jack Chavis/6","complex","hen","109.714",1299.1,"OLD BIRD"
"2097","B Crossen","blue bar","cock","Aug-59",1299.1,"OLD BIRD"
"2098","KARL WOHLMACH","complex","hen","20-Oct",1299,"OLD BIRD"
"2099","KARL WOHLMACH","complex","hen","20-Sep",1299,"OLD BIRD"
"2100","Hap Hilton","blue bar","cock","Oct-58",1298.8,"OLD BIRD"
"2101","KARL WOHLMACH","complex","cock","20-Nov",1298.8,"OLD BIRD"
"2102","KARL WOHLMACH","complex","cock","20-Dec",1298.7,"OLD BIRD"
"2103","KARL WOHLMACH","complex","cock","13/20",1298.2,"OLD BIRD"
"2104","E&S GRABANSKI","dark check","cock","17-May",1297.8,"OLD BIRD"
"2105","E&S GRABANSKI","complex","cock","17-Jun",1297.4,"OLD BIRD"
"2106","BRUCE GORDON","complex","hen","19/23",1297.4,"OLD BIRD"
"2107","BRUCE GORDON","complex","hen","18/23",1297.4,"OLD BIRD"
"2108","BRUCE GORDON","complex","cock","20/23",1297.3,"OLD BIRD"
"2109","E&S GRABANSKI","blue bar","cock","17-Jul",1297.1,"OLD BIRD"
"2110","BRUCE GORDON","complex","hen","21/23",1297,"OLD BIRD"
"2111","Leonard Lee","blue bar","cock","4/103",1296.6,"OLD BIRD"
"2112","Leonard Lee","blue bar","hen","5/103",1296.5,"OLD BIRD"
"2113","Hap Hilton","blue check","cock","Nov-58",1296.3,"OLD BIRD"
"2114","Hap Hilton","blue bar","hen","Dec-58",1296,"OLD BIRD"
"2115","Leonard Lee","blue check","hen","6/103",1295.9,"OLD BIRD"
"2116","FLORIN POTRA","blue bar","hen","Dec-32",1295.8,"OLD BIRD"
"2117","Hap Hilton","blue bar","cock","13/58",1295.5,"OLD BIRD"
"2118","Manuel Hern/5","blue bar","hen","169.251",1295.1,"OLD BIRD"
"2119","Leonard Lee","blue bar","hen","7/103",1294.9,"OLD BIRD"
"2120","B Crossen","blue bar","cock","Sep-59",1294.3,"OLD BIRD"
"2121","B Crossen","dark check","cock","Oct-59",1293.3,"OLD BIRD"
"2122","E&S GRABANSKI","black","cock","17-Aug",1292.7,"OLD BIRD"
"2123","Lees W C  /16","blue check","cock","101.492",1292.5,"OLD BIRD"
"2124","Lees W C","complex","cock","16-Feb",1292.2,"OLD BIRD"
"2125","E&S GRABANSKI","blue bar","cock","17-Sep",1292.2,"OLD BIRD"
"2126","E&S GRABANSKI","complex","cock","17-Oct",1291.9,"OLD BIRD"
"2127","Leonard Lee","blue bar","hen","8/103",1291.6,"OLD BIRD"
"2128","B Crossen","blue bar","hen","Nov-59",1289.8,"OLD BIRD"
"2129","George Pro/31","blue bar","cock","96.69",1289.8,"OLD BIRD"
"2130","B Crossen","blue check","hen","Dec-59",1289.1,"OLD BIRD"
"2131","TITO S LOFT","complex","hen","30-Mar",1288.9,"OLD BIRD"
"2132","BRUCE GORDON","complex","hen","22/23",1288.9,"OLD BIRD"
"2133","FLORIN POTRA","complex","cock","13/32",1288.8,"OLD BIRD"
"2134","FLORIN POTRA","complex","hen","14/32",1288.6,"OLD BIRD"
"2135","Leonard Lee","blue check","hen","9/103",1287.6,"OLD BIRD"
"2136","George Pro/20","blue bar","cock","96.239",1286.3,"OLD BIRD"
"2137","Lees W C","blue bar","cock","16-Mar",1286.1,"OLD BIRD"
"2138","DMOZ LOFTS/19","blue bar","hen","123.22",1285.4,"OLD BIRD"
"2139","Riggins,Orval","red check","cock","16-Apr",1283.7,"OLD BIRD"
"2140","B Crossen","blue check","cock","13/59",1282.7,"OLD BIRD"
"2141","B Crossen","blue bar","cock","14/59",1282.6,"OLD BIRD"
"2142","B Crossen","blue bar","cock","15/59",1282.1,"OLD BIRD"
"2143","Ian&Doug P/11","dark check","cock","182.146",1280.5,"OLD BIRD"
"2144","Mike Skursk/5","complex","cock","177.39",1280,"OLD BIRD"
"2145","Smith Loft/34","complex","hen","103.839",1278.6,"OLD BIRD"
"2146","WADE FARLE/12","blue bar","hen","120.184",1278.4,"OLD BIRD"
"2147","VICTOR SAN/19","complex","hen","102.512",1276.8,"OLD BIRD"
"2148","B Crossen","blue bar","cock","16/59",1276.5,"OLD BIRD"
"2149","TRIPLE G LO/5","blue check","hen","161.93",1276.4,"OLD BIRD"
"2150","B Crossen","blue bar","cock","17/59",1276.2,"OLD BIRD"
"2151","Hap Hilton","blue check","cock","14/58",1275.8,"OLD BIRD"
"2152","Hap Hilton","blue bar","hen","15/58",1275.4,"OLD BIRD"
"2153","DOUG MOCZUL/8","blue bar","hen","130.997",1273.9,"OLD BIRD"
"2154","GENAS GARDE/5","complex","hen","123.804",1272.5,"OLD BIRD"
"2155","Hap Hilton","blue bar","cock","16/58",1272,"OLD BIRD"
"2156","Larry Mitch/5","blue bar","cock","135.893",1271.2,"OLD BIRD"
"2157","Steve Reyn/12","dark check","cock","87.37",1270.9,"OLD BIRD"
"2158","NAVIGATOR L/5","complex","hen","107.807",1270.5,"OLD BIRD"
"2159","CCC & Son L/5","black","cock","101.408",1270,"OLD BIRD"
"2160","B Crossen","blue bar","hen","18/59",1270,"OLD BIRD"
"2161","D J Loft  /12","blue bar","cock","100.252",1268.7,"OLD BIRD"
"2162","GENAS GARDE/9","red check","cock","118.807",1268.3,"OLD BIRD"
"2163","RIC ARRISOL/6","complex","hen","107.318",1268.2,"OLD BIRD"
"2164","Leonard Lee","blue bar","hen","10/103",1265.6,"OLD BIRD"
"2165","LANGENFELD/16","blue bar","cock","110.738",1265.2,"OLD BIRD"
"2166","Matson,Sean","blue bar","hen","4-Feb",1264.5,"OLD BIRD"
"2167","Riggins,Orval","dark check","hen","16-May",1264.4,"OLD BIRD"
"2168","Mike Strev/14","blue check","hen","154.78",1263.1,"OLD BIRD"
"2169","Lees W C","blue bar","cock","16-Apr",1262.8,"OLD BIRD"
"2170","B Crossen","blue check","cock","19/59",1262.8,"OLD BIRD"
"2171","Hap Hilton","blue check","cock","17/58",1262.6,"OLD BIRD"
"2172","B Crossen","blue bar","hen","20/59",1262.5,"OLD BIRD"
"2173","Jerry King/13","blue bar","cock","148.406",1262.4,"OLD BIRD"
"2174","B Crossen","blue check","hen","21/59",1262.2,"OLD BIRD"
"2175","B Crossen","blue bar","cock","22/59",1262.1,"OLD BIRD"
"2176","Hap Hilton","blue check","hen","18/58",1262,"OLD BIRD"
"2177","Hap Hilton","complex","cock","19/58",1261.6,"OLD BIRD"
"2178","Leonard Lee","complex","hen","11/103",1261.5,"OLD BIRD"
"2179","Leonard Lee","blue bar","hen","12/103",1261.3,"OLD BIRD"
"2180","Leonard Lee","blue bar","cock","13/103",1260.9,"OLD BIRD"
"2181","Hap Hilton","blue check","cock","20/58",1260.7,"OLD BIRD"
"2182","Logan Baker/6","blue check","cock","171.187",1260.5,"OLD BIRD"
"2183","Leonard Lee","blue bar","hen","14/103",1260.5,"OLD BIRD"
"2184","Hap Hilton","complex","cock","21/58",1260.4,"OLD BIRD"
"2185","Riggins,Or/12","blue bar","hen","97.449",1259.3,"OLD BIRD"
"2186","Hap Hilton","blue bar","hen","22/58",1258.7,"OLD BIRD"
"2187","Hap Hilton","complex","cock","23/58",1257.4,"OLD BIRD"
"2188","Hap Hilton","blue check","cock","24/58",1256.8,"OLD BIRD"
"2189","CCC & Son Lof","blue bar","cock","5-Feb",1256.6,"OLD BIRD"
"2190","Rob Wilson /6","blue bar","cock","92.852",1255.7,"OLD BIRD"
"2191","Hap Hilton","blue bar","hen","25/58",1255.5,"OLD BIRD"
"2192","Steve Reynold","blue bar","cock","12-Feb",1255.2,"OLD BIRD"
"2193","Steve Reynold","blue bar","cock","12-Mar",1253.7,"OLD BIRD"
"2194","Smith Loft /5","blue bar","cock","111.728",1253.5,"OLD BIRD"
"2195","B Crossen","blue bar","hen","23/59",1253.2,"OLD BIRD"
"2196","Steve Reynold","red check","hen","12-Apr",1252.8,"OLD BIRD"
"2197","Rob Wilson/14","complex","hen","93.295",1252.1,"OLD BIRD"
"2198","WIESE     /11","complex","cock","116.833",1251,"OLD BIRD"
"2199","Rick Weig  /4","complex","hen","182.091",1249.9,"OLD BIRD"
"2200","Riggins,Orval","complex","cock","12-Feb",1245.2,"OLD BIRD"
"2201","Riggins,Orval","blue check","hen","12-Mar",1244.9,"OLD BIRD"
"2202","White Hope/15","complex","hen","97.82",1242.6,"OLD BIRD"
"2203","Jesse Dobel/5","complex","cock","155.643",1242.2,"OLD BIRD"
"2204","CLARENCE P/20","blue bar","cock","124.061",1236.9,"OLD BIRD"
"2205","SARAH BOCSA/6","complex","hen","130.662",1235.8,"OLD BIRD"
"2206","JERZY     /12","blue bar","hen","107.519",1229.8,"OLD BIRD"
"2207","RIC ARRISO/15","complex","cock","91.3",1228.7,"OLD BIRD"
"2208","SCOTTY LOFT/1","blue check","hen","203.219",1228.6,"OLD BIRD"
"2209","Tipp Chaff/38","complex","cock","98.217",1227.5,"OLD BIRD"
"2210","Zdzislaw Ch/7","blue bar","cock","196.58",1225.2,"OLD BIRD"
"2211","Riggins,Orval","blue bar","hen","12-Apr",1225.2,"OLD BIRD"
"2212","Riggins,Orval","complex","cock","12-May",1225,"OLD BIRD"
"2213","Miller,Vern/3","blue check","cock","78.004",1221.3,"OLD BIRD"
"2214","ZD CHALA   /3","blue bar","cock","208.65",1221.3,"OLD BIRD"
"2215","KEVIN KIM /14","blue bar","hen","101.737",1219.3,"OLD BIRD"
"2216","IBUKI BROS /9","complex","cock","126.309",1216.9,"OLD BIRD"
"2217","Roald Hauge/1","blue check","cock","159.834",1210,"OLD BIRD"
"2218","SANTUARIO /14","blue bar","hen","115.598",1206.9,"OLD BIRD"
"2219","CCC 2      /6","blue bar","cock","93.223",1203.9,"OLD BIRD"
"2220","CCC & Son L/6","blue check","cock","93.223",1203.6,"OLD BIRD"
"2221","Steve Trott/5","complex","hen","168.595",1201.6,"OLD BIRD"
"2222","WADE FARLEY/4","complex","cock","109.36",1197.7,"OLD BIRD"
"2223","Wegge Wings/5","complex","hen","168.511",1195.9,"OLD BIRD"
"2224","George Pro/14","blue check","hen","96.662",1195.7,"OLD BIRD"
"2225","WIESE      /9","complex","cock","116.833",1191.6,"OLD BIRD"
"2226","R & M LOFT /5","blue check","cock","151.829",1187.6,"OLD BIRD"
"2227","DAN ANDERSO/8","blue check","hen","99.294",1187.3,"OLD BIRD"
"2228","Matt Hazen /5","blue check","cock","170.346",1184.5,"OLD BIRD"
"2229","NATHAN     /5","complex","cock","151.827",1178.2,"OLD BIRD"
"2230","JERZY     /23","blue bar","cock","119.067",1175.2,"OLD BIRD"
"2231","George Prou/6","blue bar","cock","96.68",1174.8,"OLD BIRD"
"2232","DFL/WINGSON/5","blue bar","hen","175.336",1171.2,"OLD BIRD"
"2233","STUART CHIL/5","complex","cock","136.317",1169,"OLD BIRD"
"2234","Searl Lacha/8","blue check","hen","177.727",1167.2,"OLD BIRD"
"2235","Dr Lee Nels/7","blue check","cock","157.883",1155.6,"OLD BIRD"
"2236","Miller, Chu/6","blue bar","cock","78.004",1154.1,"OLD BIRD"
"2237","R & M LOFT /5","complex","cock","151.827",1149.6,"OLD BIRD"
"2238","R & M LOFT","red check","cock","5-Feb",1149.5,"OLD BIRD"
"2239","Steve Trotter","complex","hen","5-Feb",1146.3,"OLD BIRD"
"2240","LIU LOFT   /5","unknown","cock","192.217",1145.4,"OLD BIRD"
"2241","STUART CHILD","complex","cock","5-Feb",1143.6,"OLD BIRD"
"2242","STUART CHIL/5","blue bar","unknown","136.316",1142.3,"OLD BIRD"
"2243","DRAGONHEART/2","blue bar","cock","215.151",1142.1,"OLD BIRD"
"2244","T & B Amsle/6","blue bar","cock","218.676",1134.2,"OLD BIRD"
"2245","LIU LOFT","blue bar","hen","5-Feb",1131.3,"OLD BIRD"
"2246","JIM ROBINSO/5","blue bar","hen","143.978",1127.9,"OLD BIRD"
"2247","JIM ROBINSON","blue bar","hen","5-Feb",1127.8,"OLD BIRD"
"2248","LIU LOFT","unknown","hen","5-Mar",1125.8,"OLD BIRD"
"2249","JIM ROBINSON","complex","cock","5-Mar",1123.7,"OLD BIRD"
"2250","Jesse Dobel/5","complex","cock","155.641",1122.9,"OLD BIRD"
"2251","Jesse Dobelbo","red check","cock","5-Feb",1122.4,"OLD BIRD"
"2252","K & J Loft /5","blue bar","hen","176.515",1122.3,"OLD BIRD"
"2253","Antonio Ma/19","blue bar","cock","96.145",1121.3,"OLD BIRD"
"2254","LIU LOFT","blue check","cock","5-Apr",1120.8,"OLD BIRD"
"2255","RIGHT WING /1","unknown","unknown","131.805",1115.1,"OLD BIRD"
"2256","Jeff Lamber/5","blue bar","cock","169.687",1106,"OLD BIRD"
"2257","Devonne Jac/5","complex","hen","172.164",1099.7,"OLD BIRD"
"2258","Devonne Jac/5","red check","hen","172.163",1096.3,"OLD BIRD"
"2259","RIC ARRISOL/6","complex","hen","109.921",1094.6,"OLD BIRD"
"2260","L & C DOBEL/5","blue bar","cock","155.641",1085.2,"OLD BIRD"
"2261","2 TWISTED S/4","complex","cock","183.094",1083.8,"OLD BIRD"
"2262","Sundown Lof/7","red check","cock","156.383",1082,"OLD BIRD"
"2263","DAVID BOYS /5","complex","hen","175.334",1036.1,"OLD BIRD"
"2264","TRIPLE G LO/5","complex","hen","161.927",1029.3,"OLD BIRD"
"2265","Sundown Lof/3","blue bar","hen","164.318",1025.8,"OLD BIRD"
"2266","2 TWISTED S/5","blue bar","hen","183.092",1025.1,"OLD BIRD"
"2267","RIGHT WING /5","complex","hen","124.061",1003,"OLD BIRD"
"2268","HOME PLATE /3","complex","cock","137.408",995.5,"OLD BIRD"
"2269","Oeser,Roy  /5","blue bar","hen","121.776",994.2,"OLD BIRD"
"2270","REED FAMILY/5","blue bar","hen","183.092",983.5,"OLD BIRD"
"2271","GENESEE LOF/4","complex","cock","126.876",955.4,"OLD BIRD"
"2272","Cornwell,Ka/1","complex","cock","126.772",950.7,"OLD BIRD"
"2273","Miller, Chu/8","blue check","cock","86.168",947.7,"OLD BIRD"
"2274","SCOTTY LOFT/2","red check","cock","215.16",931.4,"OLD BIRD"
"2275","LUIS MONTES/9","complex","cock","116.399",881.1,"OLD BIRD"
"2276","HIGHLAND LO/2","blue check","cock","180.044",836.8,"OLD BIRD"
"2277","BENTHIN    /4","complex","cock","107.133",822.7,"OLD BIRD"
"2278","Lucky 13 Lo/4","complex","cock","157.91",809.8,"OLD BIRD"
"2279","PELICAN LOF/4","black","cock","127.505",774.6,"OLD BIRD"
"2280","Roald Hauge/1","blue check","cock","167.743",707,"OLD BIRD"
"2281","Miller,Vern/7","complex","hen","86.168",512.5,"OLD BIRD"
"2282","Al Fenrich /1","blue bar","cock","161.166",495.5,"OLD BIRD"
"2283","HAUCK      /7","complex","cock","112.245",477.4,"OLD BIRD"
"2284","CCC 2      /2","blue bar","cock","101.408",451.8,"OLD BIRD"
"2285","DH STAN BEL/1","complex","hen","172.049",973.3,"OLD BIRD"
"2286","DH 71ST AIR/5","unknown","cock","132.246",916.4,"OLD BIRD"
"2287","DH FLYN TIG/5","unknown","hen","102.428",1020.6,"OLD BIRD"
"2288","DH POINDEXT/5","unknown","cock","120.087",1077.7,"OLD BIRD"
"2289","DH LOUIS LO/5","unknown","hen","129.841",943.9,"OLD BIRD"
"2290","DH SKY BLUE/1","complex","cock","141.429",1194.3,"OLD BIRD"
"2291","DH SAMMY BA/1","complex","cock","153.703",1016.2,"OLD BIRD"
"2292","DH JIMENEZ LO","blue bar","hen","5-Mar",1065.5,"OLD BIRD"
"2293","DH 71ST AIR/5","unknown","hen","98.569",1074,"OLD BIRD"
"2294","DH STAN BEL/1","unknown","hen","134.045",1214.6,"OLD BIRD"
"2295","DH STAN BELL","complex","cock","15-Aug",964.2,"OLD BIRD"
"2296","DH STAN BELL","complex","cock","15-Jul",965.8,"OLD BIRD"
"2297","DH STAN BELL","complex","cock","15-Jun",966,"OLD BIRD"
"2298","DH CUEVAS LOF","unknown","hen","8-Mar",968.2,"OLD BIRD"
"2299","DH SAMMY BANK","complex","hen","5-Mar",972.7,"OLD BIRD"
"2300","DH CUEVAS LOF","blue bar","hen","5-Feb",984,"OLD BIRD"
"2301","DH SAMMY BANK","complex","cock","5-Feb",978.3,"OLD BIRD"
"2302","DH D STARNES","blue bar","hen","5-Feb",1162.3,"OLD BIRD"
"2303","DH STAN BELL","unknown","cock","15-May",992.4,"OLD BIRD"
"2304","DH STAN BELL","complex","cock","15-Apr",992.7,"OLD BIRD"
"2305","DH SKY KING L","complex","hen","5-Aug",979.7,"OLD BIRD"
"2306","DH STAN BELL","complex","hen","15-Mar",994.3,"OLD BIRD"
"2307","DH SKY KING L","complex","cock","15-Jul",983.1,"OLD BIRD"
"2308","DH SKY KING L","unknown","cock","15-Jun",984,"OLD BIRD"
"2309","DH SKY KING L","unknown","cock","15-May",985.3,"OLD BIRD"
"2310","DH FLYN CHR/5","unknown","cock","102.263",1174.4,"OLD BIRD"
"2311","DH GARCIA LOF","complex","cock","5-Feb",1200.8,"OLD BIRD"
"2312","DH HERNANDE/5","unknown","cock","151.224",1048.7,"OLD BIRD"
"2313","DH MAD MALT/5","unknown","hen","104.451",1014,"OLD BIRD"
"2314","DH D STARNES","unknown","unknown","5-Mar",1056.1,"OLD BIRD"
"2315","DH D STARNES","blue check","hen","5-Feb",1056.2,"OLD BIRD"
"2316","DH RUIZ LOF/5","unknown","hen","145.522",1056.4,"OLD BIRD"
"2317","DH BIG DADD/1","complex","cock","143.143",1331.2,"OLD BIRD"
"2318","DH FLYN CHR/5","unknown","hen","115.621",1036.6,"OLD BIRD"
"2319","DH SAMMY BANK","blue bar","cock","5-Apr",1063.7,"OLD BIRD"
"2320","DH LOUIS LO/5","unknown","hen","109.023",1223.7,"OLD BIRD"
"2321","DH CUEVAS L/8","unknown","hen","168.822",1020.6,"OLD BIRD"
"2322","DH 71ST AIR/5","unknown","hen","155.886",1017.7,"OLD BIRD"
"2323","DH D STARNE/5","blue check","hen","150.598",1070.8,"OLD BIRD"
"2324","DH STAN BELL","complex","hen","5-Feb",1023.7,"OLD BIRD"
"2325","DH SKY KING L","unknown","hen","15-Apr",1019.3,"OLD BIRD"
"2326","DH FLYN TIG/5","unknown","hen","116.536",1056.3,"OLD BIRD"
"2327","DH STAN BEL/5","complex","cock","169.424",1031.7,"OLD BIRD"
"2328","DH SAMMY BA/5","complex","hen","154.317",1026.9,"OLD BIRD"
"2329","DH SCORPION/5","unknown","cock","140.192",1021.7,"OLD BIRD"
"2330","DH SAMMY BA/5","blue bar","hen","92.808",1238.4,"OLD BIRD"
"2331","DH STAN BEL/5","unknown","hen","136.014",1078.5,"OLD BIRD"
"2332","DH JIMENEZ LO","unknown","hen","5-Feb",1262.5,"OLD BIRD"
"2333","DH RUIZ LOF/4","dark check","cock","80.545",1252.5,"OLD BIRD"
"2334","DH SAMMY BANK","blue bar","cock","5-Mar",1103.3,"OLD BIRD"
"2335","DH SCORPION/5","blue bar","hen","148.262",1102.6,"OLD BIRD"
"2336","DH LOUIS LOPE","unknown","cock","5-Feb",1044.4,"OLD BIRD"
"2337","DH LOUIS LO/5","unknown","cock","146.785",1044.5,"OLD BIRD"
"2338","DH SAMMY BANK","blue bar","cock","5-Feb",1106.4,"OLD BIRD"
"2339","DH JIMENEZ /5","unknown","cock","97.523",1304.8,"OLD BIRD"
"2340","DH BLUE DUCK","unknown","cock","5-Feb",1107.7,"OLD BIRD"
"2341","DH BLUE DUC/5","unknown","cock","132.125",1131.6,"OLD BIRD"
"2342","DH SCORPION/1","unknown","cock","159.447",1192.4,"OLD BIRD"
"2343","DH BUDDY GR/5","unknown","hen","155.728",539,"OLD BIRD"
"2344","DH SKY KING L","complex","cock","5-Mar",1089.5,"OLD BIRD"
"2345","DH STAN BEL/5","unknown","hen","83.865",714.4,"OLD BIRD"
"2346","DH FRANKIES/5","unknown","hen","82.76",841.9,"OLD BIRD"
"2347","DH SAMMY BA/1","complex","hen","145.498",1101.7,"OLD BIRD"
"2348","DH D STARNE/5","blue bar","hen","106.947",1398.6,"OLD BIRD"
"2349","DH SAMMY BA/5","complex","cock","152.962",1154.5,"OLD BIRD"
"2350","DH MONTAGNO/1","unknown","hen","174.906",1199.1,"OLD BIRD"
"2351","DH MONTAGNO/1","unknown","hen","160.722",1493.4,"OLD BIRD"
"2352","DH SKY KING/5","complex","cock","146.839",1090.6,"OLD BIRD"
"2353","DH SKY KING L","complex","hen","5-Feb",1090.6,"OLD BIRD"
"2354","Rawhide","blue bar","cock","574",1550.3,"YOUNG BIRD"
"2355","GREENDAY","blue bar","cock","586",1543.3,"YOUNG BIRD"
"2356","Big Red Loft","complex","hen","607",1485.3,"YOUNG BIRD"
"2357","Jamie Gastin","complex","hen","610",1473,"YOUNG BIRD"
"2358","GREENDAY","blue bar","hen","2",1469,"YOUNG BIRD"
"2359","Nancy Jackso","red check","cock","596",1464.2,"YOUNG BIRD"
"2360","Rawhide","black","cock","2",1416.9,"YOUNG BIRD"
"2361","Rawhide","blue check","cock","3",1364.4,"YOUNG BIRD"
"2362","GREENDAY","blue bar","cock","3",1348.4,"YOUNG BIRD"
"2363","DAVE LYNNETT","complex","hen","669",1329.3,"YOUNG BIRD"
"2364","Bob Jackson","blue check","hen","596",1304.6,"YOUNG BIRD"
"2365","Jim Greelis","blue check","hen","588",1295.6,"YOUNG BIRD"
